p_code,mmi_max,total_population,index_cnt_vdc,index_rate_vdc,index_den_vdc
W-GAN-40-004,5.44,3257,6.6,8.3,8.3
W-GAN-40-005,6.26,9806,7.2,8.3,8.6
W-GAN-40-006,5.91,2637,6.9,8.7,8.7
W-GAN-40-007,5.28,3058,6.5,8.2,8
W-GAN-40-008,6.33,2373,7.2,9.1,9.1
W-GAN-40-009,5.44,2537,6.6,8.4,8.6
W-GAN-40-010,5.47,7318,6.6,7.9,8.4
W-GAN-40-011,5.71,2781,6.8,8.6,8.9
W-GAN-40-012,6.09,2707,7.1,8.8,9.2
W-GAN-40-013,5.34,4265,6.5,8.1,7.1
W-GAN-40-014,6.18,3635,7.1,8.7,8.8
W-GAN-40-015,5.97,12262,7,8,8.8
W-GAN-40-016,6.59,2378,7.4,9.2,9.9
W-GAN-40-017,6.45,3880,7.3,8.9,9.1
W-GAN-40-018,6.02,5892,7,8.4,8.9
W-GAN-40-019,6.14,5063,7.1,8.5,9
W-GAN-40-020,5.96,3129,7,8.7,9.3
W-GAN-40-021,6.28,7027,7.2,8.5,9.6
W-GAN-40-022,6.75,58816,7.5,7.6,8.6
W-GAN-40-023,5.44,4258,6.6,8.2,8
W-GAN-40-024,5.51,4211,6.6,8.2,7.5
W-GAN-40-025,5.68,1729,6.8,8.8,7.4
W-GAN-40-026,6.34,2993,7.2,8.9,9.1
W-GAN-40-027,6.31,1399,7.2,9.3,9.2
W-GAN-40-028,6.11,3787,7.1,8.7,8.3
W-GAN-40-029,6.04,1104,7,9.3,7.6
W-GAN-40-030,6.25,4027,7.2,8.7,9
W-GAN-40-031,5.7,2418,6.8,8.6,7.9
W-GAN-40-032,6.66,255465,7.4,6.8,8.7
W-GAN-40-033,6.25,7391,7.2,8.4,8.8
W-GAN-40-034,6.14,3597,7.1,8.7,9
W-GAN-40-035,5.49,1332,6.6,8.8,8.7
W-GAN-40-036,6.43,2958,7.3,9,9.1
W-GAN-40-037,6.35,1171,7.2,9.4,9
W-GAN-40-038,5.27,3541,6.4,8.1,8.5
W-GAN-40-039,6.33,8354,7.2,8.4,9.1
W-GAN-40-040,6.1,3442,7.1,8.7,8.4
W-GAN-40-041,6.37,2982,7.2,9,9.1
W-GAN-40-042,6.34,2494,7.2,9,8.7
W-GAN-40-043,6.34,2765,7.2,9,8.9
W-GAN-40-044,6.33,3328,7.2,8.9,9
W-GAN-40-045,6.34,2623,7.2,9,9.4
W-GAN-41-001,5.36,306,8.5,10,9.6
W-GAN-41-002,5.87,1129,8.9,10,9.8
W-GAN-41-003,6.44,1012,9.3,10,9.7
W-GAN-41-004,5.61,176,8.7,10,8.9
W-GAN-41-005,5.41,71,8.6,10,10
W-GAN-41-006,5.3,257,8.5,10,9
W-GAN-41-007,5.42,630,8.6,10,9.8
W-GAN-41-008,5.59,362,8.7,10,8.8
W-GAN-41-009,3.5,274,5.7,8.8,7.5
W-GAN-41-010,5.51,307,8.6,10,9.3
W-GAN-41-011,5.87,544,8.9,10,9.6
W-GAN-41-012,5.33,377,8.5,10,9.1
W-GAN-41-013,6.27,382,9.2,10,9.3
W-LUM-46-001,4.54,3634,4.2,6,6.4
W-LUM-46-002,5.09,1943,4.8,6.9,7.4
W-LUM-46-003,4.91,3598,4.6,6.4,7.2
W-LUM-46-004,4.91,3900,4.6,6.4,6.9
W-LUM-46-005,5.04,2783,4.8,6.7,7.2
W-LUM-46-006,4.9,2657,4.6,6.6,7.1
W-LUM-46-007,4.89,6076,4.6,6.2,6.6
W-LUM-46-008,4.62,1511,4.3,6.6,6.8
W-LUM-46-009,4.81,2110,4.5,6.6,6.8
W-LUM-46-010,4.99,2978,4.7,6.6,7.2
W-LUM-46-011,4.9,8052,4.6,6,6.6
W-LUM-46-012,4.57,3540,4.2,6.1,6.7
W-LUM-46-013,5.26,4210,5,6.7,7.3
W-LUM-46-014,5,3902,4.7,6.5,6.9
W-LUM-46-015,5.05,3475,4.8,6.6,7.1
W-LUM-46-016,5.01,1621,4.8,6.9,6.7
W-LUM-46-017,5.08,3847,4.8,6.6,7
W-LUM-46-018,5.07,4577,4.8,6.5,7
W-LUM-46-019,4.85,2413,4.6,6.6,7
W-LUM-46-020,4.64,3252,4.3,6.2,6.6
W-LUM-46-021,5.11,2779,4.8,6.8,7.1
W-LUM-46-022,5.01,5181,4.8,6.4,6.9
W-LUM-46-023,4.67,3160,4.4,6.3,6.8
W-LUM-46-024,4.98,2827,4.7,6.6,6.8
W-LUM-46-025,4.89,3588,4.6,6.4,6.9
W-LUM-46-026,4.96,2832,4.7,6.6,7.1
W-LUM-46-027,4.73,3178,4.4,6.3,6.7
W-LUM-46-028,4.94,4282,4.7,6.4,6.9
W-LUM-46-029,4.92,3133,4.7,6.5,6.8
W-LUM-46-030,5.02,4503,4.8,6.4,7
W-LUM-46-031,4.82,2082,4.5,6.6,6.8
W-LUM-46-032,4.88,4124,4.6,6.3,6.8
W-LUM-46-033,4.89,2652,4.6,6.6,7
W-LUM-46-034,5.04,2648,4.8,6.7,6.9
W-LUM-46-035,4.92,2563,4.7,6.6,7.1
W-LUM-46-036,5,2329,4.7,6.8,6.9
W-LUM-46-037,5.36,2586,5.1,7,7.3
W-LUM-46-038,4.77,3771,4.5,6.3,6.8
W-LUM-46-039,5.16,2877,4.9,6.8,7.2
W-LUM-46-040,5.16,4171,4.9,6.6,7.2
W-LUM-46-041,5,1869,4.7,6.9,7.2
W-LUM-46-042,5.05,2426,4.8,6.8,7.1
W-LUM-46-043,4.83,1829,4.6,6.7,7.1
W-LUM-46-044,5.02,6901,4.8,6.2,6.7
W-LUM-46-045,4.65,2058,4.3,6.4,6.7
W-LUM-46-046,5.07,3284,4.8,6.6,7.1
W-LUM-46-047,5.04,3562,4.8,6.6,7.1
W-LUM-46-048,5.02,2688,4.8,6.7,7.2
W-LUM-46-049,5,1294,4.7,7.1,7
W-LUM-46-050,5.1,4342,4.8,6.5,7.3
W-LUM-46-051,4.95,2847,4.7,6.6,7
W-LUM-46-052,5.06,3871,4.8,6.5,7.1
W-LUM-46-053,5.14,3834,4.9,6.6,7
W-LUM-46-054,5.24,3834,5,6.7,7.2
W-LUM-46-055,4.76,3112,4.5,6.4,6.9
W-LUM-46-056,5.04,3039,4.8,6.7,7
W-LUM-46-057,4.61,2187,4.3,6.4,6.9
W-LUM-46-058,4.8,3821,4.5,6.3,6.8
W-LUM-46-059,4.84,4033,4.6,6.3,6.8
W-LUM-46-060,4.69,2198,4.4,6.5,6.8
W-LUM-46-061,4.81,3296,4.5,6.4,6.8
W-LUM-46-062,4.94,2862,4.7,6.6,7.1
W-LUM-46-063,4.83,2895,4.6,6.5,6.8
W-LUM-46-064,4.87,3622,4.6,6.4,7.1
W-LUM-46-065,4.91,3136,4.6,6.5,7.1
W-LUM-46-066,4.91,3833,4.6,6.4,6.8
W-LUM-46-067,5.14,2044,4.9,6.9,7.2
W-LUM-46-068,5.04,2419,4.8,6.8,7.3
W-LUM-46-069,5.07,3518,4.8,6.6,7.2
W-LUM-46-070,5,3306,4.7,6.6,7.1
W-LUM-46-071,5.08,3865,4.8,6.6,7.1
W-LUM-46-072,4.89,5163,4.6,6.2,6.7
W-LUM-46-073,4.83,3329,4.6,6.4,6.8
W-LUM-46-074,4.86,14845,4.6,5.7,6.9
W-LUM-46-075,5.2,2585,4.9,6.9,7.5
W-LUM-46-076,5.1,6103,4.8,6.4,6.7
W-LUM-46-077,5.01,3922,4.8,6.5,6.8
W-LUM-46-078,4.95,3529,4.7,6.5,7.2
W-LUM-46-079,4.88,6359,4.6,6.1,6.8
W-LUM-47-001,5.8,2545,5.4,7.3,7.3
W-LUM-47-002,5.01,3393,4.7,6.5,7.1
W-LUM-47-003,5.6,1690,5.2,7.4,7.3
W-LUM-47-004,4.99,2043,4.7,6.8,6.7
W-LUM-47-005,5.2,2463,4.9,6.9,7.2
W-LUM-47-006,5.3,2351,5,7,7.4
W-LUM-47-007,5.17,2211,4.9,6.9,7.2
W-LUM-47-008,5.06,5408,4.8,6.4,6.7
W-LUM-47-009,5.48,3640,5.2,6.9,7.4
W-LUM-47-010,5.2,2568,4.9,6.9,7.3
W-LUM-47-011,5.15,2155,4.9,6.9,7.2
W-LUM-47-012,5.27,2075,5,7,7.7
W-LUM-47-013,5.03,4798,4.7,6.4,6.7
W-LUM-47-014,5.44,4171,5.1,6.8,7.2
W-LUM-47-015,5.49,4266,5.2,6.8,7.4
W-LUM-47-016,5.98,7565,5.5,6.9,7.4
W-LUM-47-017,5.22,2097,4.9,7,7.3
W-LUM-47-018,5.13,2324,4.8,6.9,7
W-LUM-47-019,5.45,2989,5.1,7,7.2
W-LUM-47-020,5.17,6872,4.9,6.3,6.3
W-LUM-47-021,5.08,2972,4.8,6.7,6.7
W-LUM-47-022,5.38,3733,5.1,6.8,7.1
W-LUM-47-023,5.95,5127,5.5,7.1,7.3
W-LUM-47-024,5.64,3824,5.3,7,7.3
W-LUM-47-025,5.48,5277,5.2,6.7,7.2
W-LUM-47-026,5.44,4558,5.1,6.8,6.5
W-LUM-47-027,5.4,3124,5.1,6.9,7.2
W-LUM-47-028,5.32,2436,5,7,7.3
W-LUM-47-029,5.35,4579,5,6.7,7.1
W-LUM-47-030,5.4,3160,5.1,6.9,6.8
W-LUM-47-031,5.41,4536,5.1,6.7,6.8
W-LUM-47-032,5.78,3127,5.4,7.2,7.2
W-LUM-47-033,5.03,3440,4.7,6.6,6.6
W-LUM-47-034,5.6,3754,5.2,7,6.9
W-LUM-47-035,5.19,3699,4.9,6.7,6.6
W-LUM-47-036,5.26,5697,5,6.5,6.8
W-LUM-47-037,5.77,5912,5.4,6.9,7.3
W-LUM-47-038,5.28,2094,5,7,7.5
W-LUM-47-039,5.28,1881,5,7.1,7.4
W-LUM-47-040,5.14,2131,4.9,6.9,7.4
W-LUM-47-041,4.96,2334,4.7,6.7,6.9
W-LUM-47-042,5.25,3865,5,6.7,6.7
W-LUM-47-043,5.01,1624,4.7,6.9,7.1
W-LUM-47-044,5.24,6281,4.9,6.4,7.1
W-LUM-47-045,5.08,4649,4.8,6.5,6.6
W-LUM-47-046,5.82,4409,5.4,7,7
W-LUM-47-047,5.09,2147,4.8,6.9,7.4
W-LUM-47-048,5.32,2153,5,7.1,7.3
W-LUM-47-049,5.07,2652,4.8,6.7,6.9
W-LUM-47-050,5.4,5084,5.1,6.7,7.1
W-LUM-47-051,5.52,2208,5.2,7.2,7.5
W-LUM-47-052,5.4,2287,5.1,7.1,7
W-LUM-47-053,6.12,11515,5.6,6.7,7.6
W-LUM-47-054,5.56,2498,5.2,7.2,7.4
W-LUM-47-055,5.29,2078,5,7,7.4
W-LUM-47-056,5.8,1988,5.4,7.4,7.6
W-LUM-47-057,4.89,3165,4.6,6.5,6.5
W-LUM-47-058,4.93,2744,4.6,6.6,7
W-LUM-47-059,5.8,4988,5.4,7,7.1
W-LUM-47-060,5.12,2724,4.8,6.8,7
W-LUM-47-061,5.38,3548,5.1,6.8,7.3
W-LUM-47-062,5.36,29095,5.1,5.7,7.1
W-LUM-47-063,5.18,3113,4.9,6.7,7.1
W-LUM-47-064,5.02,2522,4.7,6.7,7
W-LUM-47-065,5.93,2964,5.5,7.3,7.5
W-LUM-47-066,5.25,3573,5,6.7,7.2
W-LUM-48-001,6.87,12923,7.5,8.5,9.3
W-LUM-48-002,7.38,8762,7.8,8.9,9.9
W-LUM-48-003,6.24,4953,7.2,8.6,9.3
W-LUM-48-004,6.35,7447,7.2,8.5,9.4
W-LUM-48-005,6.45,6004,7.3,8.6,9.5
W-LUM-48-006,6.22,7419,7.1,8.4,9.2
W-LUM-48-007,6.07,9324,7,8.2,8.3
W-LUM-48-008,6.5,3189,7.3,9,9.2
W-LUM-48-009,6.36,6470,7.2,8.5,9.5
W-LUM-48-010,6.69,3608,7.4,9,9.2
W-LUM-48-011,6.75,2762,7.5,9.2,9.1
W-LUM-48-012,6.34,13536,7.2,8.2,8.6
W-LUM-48-013,6.36,3286,7.2,8.9,9.4
W-LUM-48-014,6.82,15399,7.5,8.4,8.6
W-LUM-48-015,6.52,7569,7.3,8.6,9
W-LUM-48-016,6.26,5359,7.2,8.6,9.4
W-LUM-48-017,6.84,5985,7.5,8.9,8.7
W-LUM-48-018,6.21,5394,7.1,8.6,8
W-LUM-48-019,7.13,10059,7.7,8.7,9.2
W-LUM-48-020,6.03,11050,7,8.1,8.1
W-LUM-48-021,7.9,33416,8.1,8.5,9.2
W-LUM-48-022,6.25,6045,7.2,8.5,9.6
W-LUM-48-023,6.46,7833,7.3,8.5,9.5
W-LUM-48-024,6.46,5473,7.3,8.7,9.3
W-LUM-48-025,6.25,6316,7.2,8.5,9.1
W-LUM-48-026,6.3,6148,7.2,8.5,9.4
W-LUM-48-027,5.9,3681,6.9,8.6,8.4
W-LUM-48-028,6.37,8459,7.2,8.4,9.2
W-LUM-48-029,6.39,9225,7.3,8.4,9.2
W-LUM-48-030,6.28,3877,7.2,8.8,9
W-LUM-48-031,6.99,12410,7.6,8.6,9.5
W-LUM-48-032,6.84,8798,7.5,8.7,9.4
W-LUM-48-033,7.05,3083,7.6,9.3,9.2
W-LUM-48-034,6.47,10058,7.3,8.4,9.1
W-LUM-48-035,6.86,5633,7.5,8.9,9.5
W-LUM-48-036,6.31,6758,7.2,8.5,9.4
W-LUM-48-037,6.19,3972,7.1,8.7,8.6
W-LUM-48-038,6.37,24597,7.2,7.9,8.6
W-LUM-48-039,6.36,5782,7.2,8.6,9.2
W-LUM-48-040,6.21,2441,7.1,9,9.3
W-LUM-48-041,7.54,13027,7.9,8.8,9.5
W-LUM-48-042,6.11,3263,7.1,8.8,8.8
W-LUM-48-043,6.74,9047,7.5,8.6,9.3
W-LUM-48-044,6.45,6015,7.3,8.6,9.2
W-LUM-48-045,6.26,12288,7.2,8.2,8.4
W-LUM-48-046,6.42,10454,7.3,8.3,8.9
W-LUM-48-047,6.26,5622,7.2,8.6,9.5
W-LUM-48-048,6.37,9820,7.2,8.3,9.2
W-LUM-48-049,6.54,6324,7.3,8.7,9
W-LUM-48-050,7.08,8201,7.7,8.8,9.5
W-LUM-48-051,7.08,13856,7.7,8.5,9.5
W-LUM-48-052,6.45,7401,7.3,8.5,9.4
W-LUM-48-053,7.32,11119,7.8,8.8,9.2
W-LUM-48-054,5.82,4654,6.9,8.4,8.1
W-LUM-48-055,6.21,2172,7.1,9,9.2
W-LUM-48-056,6.32,25990,7.2,7.8,8.7
W-LUM-48-057,6.29,15606,7.2,8.1,8.8
W-LUM-48-058,6.3,4498,7.2,8.7,9.6
W-LUM-48-059,6.36,5003,7.2,8.7,9.4
W-LUM-48-060,7.16,3636,7.7,9.3,8.9
W-LUM-48-061,6.04,3057,7,8.7,8.7
W-LUM-48-062,6.46,8576,7.3,8.5,9.1
W-LUM-48-063,6.26,7159,7.2,8.4,9.1
W-LUM-48-064,6.37,5547,7.2,8.6,9.3
W-LUM-48-065,6.69,23254,7.4,8.1,8.8
W-LUM-48-066,6.43,6771,7.3,8.6,9.7
W-LUM-48-067,6.23,5502,7.2,8.6,9.4
W-LUM-48-068,6.2,29217,7.1,7.7,8.2
W-LUM-48-069,6.26,10626,7.2,8.2,9.1
W-LUM-48-070,6.69,10379,7.4,8.5,8.9
W-LUM-48-071,6.42,4813,7.3,8.7,9.5
W-LUM-48-072,6.33,7674,7.2,8.4,9
W-LUM-48-073,6.44,9762,7.3,8.4,8.9
W-LUM-48-074,6.5,4118,7.3,8.9,8.8
W-LUM-48-075,7.56,0,7.9,10,8.9
W-LUM-49-001,5.97,11340,6.5,7.6,8.4
W-LUM-49-002,6.02,12406,6.6,7.6,8.6
W-LUM-49-003,6.01,11231,6.6,7.6,8.5
W-LUM-49-004,5.97,7249,6.5,7.8,8.6
W-LUM-49-005,6.12,5228,6.6,8.1,8.9
W-LUM-49-006,5.99,9780,6.5,7.7,8.7
W-LUM-49-007,6,6058,6.6,8,9
W-LUM-49-008,6.14,8163,6.7,7.9,8.9
W-LUM-49-009,5.98,5046,6.5,8,8.8
W-LUM-49-010,5.96,11577,6.5,7.6,8.6
W-LUM-49-011,5.95,14390,6.5,7.5,8.2
W-LUM-49-012,6.21,8460,6.7,7.9,8.7
W-LUM-49-013,5.97,10634,6.5,7.6,8.6
W-LUM-49-014,5.89,118462,6.5,6.4,7.8
W-LUM-49-015,6.2,5221,6.7,8.2,8.9
W-LUM-49-016,6.18,5352,6.7,8.1,8.9
W-LUM-49-017,6.08,5514,6.6,8,8.9
W-LUM-49-018,6,9229,6.6,7.7,8.5
W-LUM-49-019,6.11,28214,6.6,7.2,7.7
W-LUM-49-020,6.18,6965,6.7,8,8.8
W-LUM-49-021,5.99,6285,6.5,7.9,8.9
W-LUM-49-022,5.92,19615,6.5,7.3,7.8
W-LUM-49-023,5.95,10471,6.5,7.6,8.5
W-LUM-49-024,5.94,4387,6.5,8.1,9
W-LUM-49-025,5.93,12423,6.5,7.5,8.4
W-LUM-49-026,6.17,6966,6.7,8,8.7
W-LUM-49-027,6.03,13760,6.6,7.5,8.4
W-LUM-49-028,6.02,4858,6.6,8.1,8.7
W-LUM-49-029,6.08,7954,6.6,7.9,8.8
W-LUM-49-030,6.16,4929,6.7,8.2,8.9
W-LUM-49-031,5.92,6102,6.5,7.9,8.7
W-LUM-49-032,6.02,19157,6.6,7.4,8.2
W-LUM-49-033,6.09,18274,6.6,7.4,8.5
W-LUM-49-034,5.92,11459,6.5,7.6,8.7
W-LUM-49-035,6.17,14739,6.7,7.6,8.5
W-LUM-49-036,5.97,8746,6.5,7.7,8.6
W-LUM-49-037,5.96,5291,6.5,8,8.9
W-LUM-49-038,5.93,10402,6.5,7.6,8.5
W-LUM-49-039,6.1,10334,6.6,7.7,8.7
W-LUM-49-040,5.97,7002,6.5,7.9,8.7
W-LUM-49-041,6.03,7634,6.6,7.9,8.7
W-LUM-49-042,5.97,5606,6.5,8,8.9
W-LUM-49-043,6.17,16514,6.7,7.5,8.4
W-LUM-49-044,6,9446,6.6,7.7,8.5
W-LUM-49-045,5.99,6783,6.5,7.9,8.6
W-LUM-49-046,6,5663,6.6,8,8.8
W-LUM-49-047,5.94,5692,6.5,7.9,8.6
W-LUM-49-048,5.97,10198,6.5,7.7,8.5
W-LUM-49-049,6.11,10039,6.6,7.8,8.9
W-LUM-49-050,6.16,5081,6.7,8.1,9
W-LUM-49-051,5.98,5528,6.5,8,8.7
W-LUM-49-052,5.98,25563,6.5,7.2,8
W-LUM-49-053,6.16,5708,6.7,8.1,8.9
W-LUM-49-054,6.19,6220,6.7,8.1,8.9
W-LUM-49-055,5.98,11834,6.5,7.6,8.6
W-LUM-49-056,5.97,5399,6.5,8,9
W-LUM-49-057,5.86,20649,6.5,7.2,8
W-LUM-49-058,5.87,6300,6.5,7.8,8.4
W-LUM-49-059,5.64,10644,6.3,7.4,7.8
W-LUM-49-060,5.99,7946,6.5,7.8,8.8
W-LUM-49-061,5.99,10082,6.5,7.7,8.6
W-LUM-49-062,5.97,22429,6.5,7.3,8.5
W-LUM-49-063,6.11,63483,6.6,6.8,8.2
W-LUM-49-064,6.19,10570,6.7,7.8,8.5
W-LUM-49-065,5.98,9216,6.5,7.7,8.7
W-LUM-49-066,5.97,7517,6.5,7.8,8.8
W-LUM-49-067,5.99,9663,6.5,7.7,8.6
W-LUM-49-068,6,20773,6.6,7.3,8.2
W-LUM-49-069,5.93,10722,6.5,7.6,8.6
W-LUM-49-070,5.93,4765,6.5,8,9
W-LUM-49-071,6.05,13226,6.6,7.6,8.4
W-LUM-49-072,5.92,0,6.5,10,9.8
W-LUM-50-001,5.81,6908,5.8,7.2,8.1
W-LUM-50-002,5.61,5182,5.6,7.2,8
W-LUM-50-003,5.56,12882,5.6,6.7,7.6
W-LUM-50-004,5.72,4771,5.7,7.3,8
W-LUM-50-005,5.79,5356,5.8,7.3,8.1
W-LUM-50-006,5.78,13080,5.8,6.8,7.5
W-LUM-50-007,5.65,3371,5.7,7.4,8
W-LUM-50-008,5.67,9330,5.7,6.9,6.8
W-LUM-50-009,5.74,3248,5.7,7.5,8.4
W-LUM-50-010,5.85,9818,5.8,7,7.7
W-LUM-50-011,5.72,5533,5.7,7.2,8
W-LUM-50-012,5.52,5889,5.6,7.1,7.7
W-LUM-50-013,5.61,4878,5.6,7.2,7.8
W-LUM-50-014,5.88,5863,5.8,7.3,8
W-LUM-50-015,5.57,12313,5.6,6.7,7.6
W-LUM-50-016,5.55,5057,5.6,7.2,7.9
W-LUM-50-017,5.87,4648,5.8,7.4,8.2
W-LUM-50-018,5.71,5697,5.7,7.2,7.9
W-LUM-50-019,5.58,11658,5.6,6.7,7.6
W-LUM-50-020,5.77,9026,5.8,7,7.6
W-LUM-50-021,5.81,4879,5.8,7.4,7.9
W-LUM-50-022,5.77,6721,5.8,7.2,8
W-LUM-50-023,5.65,4936,5.7,7.2,7
W-LUM-50-024,5.81,5561,5.8,7.3,8.1
W-LUM-50-025,5.83,6762,5.8,7.2,7.9
W-LUM-50-026,5.75,13479,5.7,6.8,7.7
W-LUM-50-027,5.54,6368,5.6,7,7.7
W-LUM-50-028,5.77,4339,5.8,7.4,8.3
W-LUM-50-029,5.73,4733,5.7,7.3,8.1
W-LUM-50-030,5.43,10905,5.5,6.7,6.7
W-LUM-50-031,5.79,4827,5.8,7.3,8.1
W-LUM-50-032,5.73,4841,5.7,7.3,8.1
W-LUM-50-033,5.68,6774,5.7,7.1,7.8
W-LUM-50-034,5.82,9079,5.8,7,7.8
W-LUM-50-035,5.87,8656,5.8,7.1,7.9
W-LUM-50-036,5.82,5968,5.8,7.3,8.1
W-LUM-50-037,5.58,3392,5.6,7.4,8
W-LUM-50-038,5.73,7743,5.7,7.1,7.3
W-LUM-50-039,5.7,4638,5.7,7.3,8
W-LUM-50-040,5.78,30428,5.8,6.4,7.4
W-LUM-50-041,5.53,8715,5.6,6.9,7.5
W-LUM-50-042,5.79,10530,5.8,6.9,7.8
W-LUM-50-043,5.52,11575,5.6,6.7,8.3
W-LUM-50-044,5.65,4972,5.7,7.2,8
W-LUM-50-045,5.9,7092,5.9,7.2,8
W-LUM-50-046,5.61,3930,5.6,7.3,8.1
W-LUM-50-047,5.71,16306,5.7,6.7,7.6
W-LUM-50-048,5.66,7479,5.7,7,7.2
W-LUM-50-049,5.71,5549,5.7,7.2,8
W-LUM-50-050,5.6,5732,5.6,7.1,7.1
W-LUM-50-051,5.65,3934,5.7,7.4,8
W-LUM-50-052,5.61,5007,5.6,7.2,8.1
W-LUM-50-053,5.67,14460,5.7,6.7,7.3
W-LUM-50-054,5.88,6940,5.8,7.2,7.9
W-LUM-50-055,5.8,11235,5.8,6.9,7.6
W-LUM-50-056,5.84,7293,5.8,7.2,8
W-LUM-50-057,5.72,4342,5.7,7.4,8.4
W-LUM-50-058,5.85,8047,5.8,7.1,7.9
W-LUM-50-059,5.84,8882,5.8,7.1,7.5
W-LUM-50-060,5.55,10949,5.6,6.8,7.5
W-LUM-50-061,5.52,5648,5.6,7.1,8
W-LUM-50-062,5.56,3149,5.6,7.4,8.2
W-LUM-50-063,5.71,4481,5.7,7.3,8.1
W-LUM-50-064,5.81,4555,5.8,7.4,8.3
W-LUM-50-065,5.79,5088,5.8,7.3,8.1
W-LUM-50-066,5.72,4120,5.7,7.4,8.2
W-LUM-50-067,5.54,4774,5.6,7.2,7.8
W-LUM-50-068,5.35,6350,5.4,6.9,6.8
W-LUM-50-069,5.54,17568,5.6,6.5,6.7
W-LUM-50-070,5.7,5681,5.7,7.2,8
W-LUM-50-071,5.53,4046,5.6,7.3,8.1
W-LUM-50-072,5.68,6785,5.7,7.1,7.9
W-LUM-50-073,5.74,6017,5.7,7.2,8.1
W-LUM-50-074,5.62,6513,5.7,7.1,7.9
W-LUM-50-075,5.8,8310,5.8,7.1,7.8
W-LUM-50-076,5.79,4704,5.8,7.4,8.1
W-LUM-50-077,5.6,4238,5.6,7.3,7.9
W-LUM-50-078,3.5,5301,2.7,4.4,5.5
W-LUM-51-001,3.5,3871,2.8,4.7,5.2
W-LUM-51-002,3.5,5315,2.8,4.5,5.1
W-LUM-51-003,3.5,4070,2.8,4.7,5.3
W-LUM-51-004,3.5,2263,2.8,5,5.3
W-LUM-51-005,3.5,4223,2.8,4.7,5.3
W-LUM-51-006,3.5,4410,2.8,4.6,5.3
W-LUM-51-007,3.5,4637,2.8,4.6,5.2
W-LUM-51-008,3.5,3858,2.8,4.7,5.5
W-LUM-51-009,3.5,2634,2.8,4.9,5.5
W-LUM-51-010,3.5,3345,2.8,4.8,5.3
W-LUM-51-011,3.5,6768,2.8,4.4,4.8
W-LUM-51-012,3.5,3804,2.8,4.7,5.1
W-LUM-51-013,3.5,5837,2.8,4.5,5.1
W-LUM-51-014,3.5,1843,2.8,5.1,5.2
W-LUM-51-015,3.5,4199,2.8,4.7,5.1
W-LUM-51-016,3.5,6538,2.8,4.4,5.1
W-LUM-51-017,3.5,3440,2.8,4.8,5.2
W-LUM-51-018,3.5,7967,2.8,4.3,5
W-LUM-51-019,3.5,6647,2.8,4.4,4.7
W-LUM-51-020,3.5,6142,2.8,4.5,4.4
W-LUM-51-021,3.5,3246,2.8,4.8,5.3
W-LUM-51-022,3.5,4233,2.8,4.7,5.2
W-LUM-51-023,3.5,4356,2.8,4.6,5.5
W-LUM-51-024,3.5,3225,2.8,4.8,5.3
W-LUM-51-025,3.5,3434,2.8,4.8,5.3
W-LUM-51-026,3.5,3474,2.8,4.8,5.2
W-LUM-51-027,3.5,3279,2.8,4.8,5.3
W-LUM-51-028,3.5,4288,2.8,4.7,4.9
W-LUM-51-029,3.5,3923,2.8,4.7,5.3
W-LUM-51-030,3.5,3636,2.8,4.7,5.1
W-LUM-51-031,3.5,6490,2.8,4.4,4.9
W-LUM-51-032,3.5,4219,2.8,4.7,5.3
W-LUM-51-033,3.5,3147,2.8,4.8,5.2
W-LUM-51-034,3.5,2363,2.8,5,5.4
W-LUM-51-035,3.5,3682,2.8,4.7,5.1
W-LUM-51-036,3.5,13825,2.8,4.1,5.1
W-LUM-51-037,3.5,8684,2.8,4.3,4
W-LUM-51-038,3.5,6110,2.8,4.5,4.3
W-LUM-51-039,3.5,3836,2.8,4.7,4.9
W-LUM-51-040,3.5,2833,2.8,4.9,4.9
W-LUM-51-041,3.5,9121,2.8,4.3,4.3
W-LUM-51-042,3.5,3680,2.8,4.7,5.5
